form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
gesnitenem	unmatched	1		mit abe gesnitenem czagil in			
vorvnmenschen	unmatched	1		Nicht soltu vorvnmenschen den wenne			
newkvmner	unmatched	1		bist ein newkvmner gewesen in			
voderunge	unmatched	1		zu der voderunge der naturen			
naturen	ambiguous	1	lemma_14755|lemma_4318	voderunge der naturen tragende einen			
gesiczest	unmatched	1		wenne du gesiczest so grabe			
gegeest	unmatched	1		zv stule gegeest so bedecke			
ken	ambiguous	1	lemma_2007|lemma_3538	wer DEUTRO ken in der			
vodert	unmatched	1		wenne das vodert dein herre			
wirstv	unmatched	1		mvnde das wirstv halden vnd			
vnreinlichkeit	unmatched	1		durch etliche vnreinlichkeit so schreibe			
ny̆mt	unmatched	1		ist vnd ny̆mt einen andern			
vorfurende	unmatched	1		ein mensch vorfurende seinen bruder			
vallest	unmatched	1		du icht vallest in den			
sorgveldiclich	unmatched	1		erfulle das sorgveldiclich Gedenket was			
voderst	unmatched	1		keinerlei dink voderst das her			
bedurfenden	unmatched	1		lon dem bedurfenden deines armen			
newkvmen	unmatched	1		dem NOMIUS newkvmen der mit			
stewert	unmatched	1		von dem stewert her sein			
vorgessende	unmatched	1		acker vnd vorgessende lesest ligen			
olpovm	unmatched	1		lisest deiner olpovm was do			
olper	unmatched	1		bleibet DEUTRO olper ouf den			
bleibenden	unmatched	1		sammen die bleibenden weinkorner svnder			
weinkorner	unmatched	1		die bleibenden weinkorner svnder si			
vircziger	unmatched	1		die czal vircziger slege nicht			
vorpinden	unmatched	1		Nicht soltu vorpinden den mvnt			
trettet	unmatched	1		tenne zu trettet dein getreide			
bevrage	unmatched	1		stat vnd bevrage die grosten			
speie	unmatched	1		fuze vnd speie im vnder			
entschuchten	unmatched	1		Hous des entschuchten Ist das			
sterkern	unmatched	1		hant des sterkern vnd NOMIUS			
grŏsers	unmatched	1		gewichte ein grŏsers vnd ein			
grŏserr	unmatched	1		sein ein grŏserr schŏffil vnd			
minnerr	unmatched	1		vnd ein minnerr in deinem			
gerechtis	unmatched	1		soltu haben gerechtis vnd warhaftis			
warhaftis	unmatched	1		gerechtis vnd warhaftis vnd ein			
warhaftir	unmatched	1		vnd ein warhaftir so das			
czogist	unmatched	1		du ous czogist von wie			
vorkrancket	unmatched	1		mit arbeit vorkrancket vnd vorchten			
gewirfet	unmatched	1		dir vnder gewirfet in deinem			
czeineine	unmatched	1		in ein czeineine cistel vnd			
bekennende	unmatched	1		leiste gehorsam bekennende heute vor			
echte	ambiguous	1	lemma_1323|lemma_95	gotis Der echte meinen vater			
Blicke	ambiguous	1	lemma_756|lemma_757	hast gepoten Blicke herre von			
scheflich	unmatched	1		seist sein scheflich volk als			
einczihest	unmatched	1		das du einczihest in die			
vngeformten	unmatched	1		vnd von vngeformten steinen vnd			
slechtlich	unmatched	1		diser e slechtlich vnd vornemlich			
vornemlich	unmatched	1		slechtlich vnd vornemlich Und vnd			
lauter	ambiguous	1	lemma_3867|lemma_3870	mannen mit lauter stimme Vorvluchet			
Vorvluchet	unmatched	1		lauter stimme Vorvluchet sei der			
hantwercker	unmatched	1		hende der hantwercker vnd seczet			
krechse	unmatched	1		tregt die krechse seines nehsten			
vorkert	unmatched	1		der do vorkert das gerichte			
pettes	unmatched	1		decke seines pettes vnd sprechen			
enbleibet	unmatched	1		der nicht enbleibet in den			
volbrenget	unmatched	1		mit werken volbrenget Vnd sprechen			
Erwekken	unmatched	1		wirst nemen Erwekken wirt dich			
bovches	unmatched	1		fruchte deines bovches vihes der			
neigest	unmatched	1		dich nicht neigest von in			
rinderhert	unmatched	1		erden Die rinderhert deiner ochsen			
Uorvlucht	unmatched	1		deiner schaf Uorvlucht wirstu ous			
Senden	ambiguous	1	lemma_5396|lemma_69474	ein geende Senden wirt v			
tevrunge	unmatched	1		vber dich tevrunge vnd hunger			
eynczeuhest	unmatched	1		der du eynczeuhest sie zu			
Sla	ambiguous	1	lemma_5523|lemma_5525	zu besiczen Sla DEUTRO hen			
czitterns	unmatched	1		mit armute czitterns vnd vrostes			
dorrens	unmatched	1		vrostes vnd dorrens vnd lechczens			
lechczens	unmatched	1		dorrens vnd lechczens vnd mit			
pŏser	unmatched	1		vnd mit pŏser luft vnd			
trittest	unmatched	1		die du trittest sei eiserein			
vordewet	unmatched	1		mist wirt vordewet Und mit			
grinde	unmatched	1		Und mit grinde vnd mit			
rouden	unmatched	1		vnd mit rouden also das			
vnsinnikeit	unmatched	1		herre mit vnsinnikeit vnd mit			
tastest	unmatched	1		d du tastest zu mittem			
musestu	unmatched	1		Alle czeit musestu leiden valsche			
besa	unmatched	1		leiden valsche besa NOMIUS gunge			
gunge	unmatched	1		besa NOMIUS gunge vnd mit			
vorczagende	unmatched	1		ougen vnd vorczagende zu irr			
erschreckende	unmatched	1		tage vnd erschreckende zu irem			
erschreknusse	unmatched	1		zu irem erschreknusse die do			
waden	ambiguous	1	lemma_32942|lemma_7418	in den waden Vnd heil			
enweist	unmatched	1		du nichte enweist vnd dienen			
wurmet	unmatched	1		vorwustet mit wurmet Ŏlgerten wirstu			
Ŏlgerten	unmatched	1		mit wurmet Ŏlgerten wirstu haben			
vrolichkeit	unmatched	1		vnd in vrolichkeit deines herczens			
vbirvlussikeit	unmatched	1		durch die vbirvlussikeit aller deiner			
naktum	unmatched	1		vnd in naktum vnd in			
adilares	unmatched	1		eines vligenden adilares mit sturme			
arkheftiges	unmatched	1		macht ein arkheftiges volk geslechte			
schafhert	unmatched	1		hert vnd schafhert bis her			
strew̆et	unmatched	1		dich czu strew̆et vnd vorterbet			
hattest	unmatched	1		die dv hattest hoffenunge in			
czarter	unmatched	1		veint Ein czarter mensch seines			
vnkeuscher	unmatched	1		gar ein vnkeuscher wirt hassen			
czarte	unmatched	1		vnd ein czarte die ouf			
fuztrit	unmatched	1		noch ein fuztrit nicht geseczen			
geseczen	unmatched	1		fuztrit nicht geseczen durch ir			
voulen	unmatched	1		vber die voulen vnreinen neczil			
beligunge	unmatched	1		in der beligunge vnd der			
werhafte	unmatched	1		pflage vnd werhafte gar pose			
gevorchtet	unmatched	1		du hast gevorchtet vnd die			
czumuschet	unmatched	1		her dich czumuschet vnd werdet			
vormenge	unmatched	1		der himel vormenge Wenne ir			
strewende	unmatched	1		vrewen zu strewende euch vnd			
vmmekerende	unmatched	1		euch vnd vmmekerende so das			
fuztriten	unmatched	1		rue deinen fuztriten wenne geben			
vorchtsames	unmatched	1		got ein vorchtsames hercze vnd			
Vorchten	ambiguous	1	lemma_7201|lemma_7298	vor dir Vorchten wirstu dich			
riben	ambiguous	1	lemma_4925|lemma_9507	wirst czu riben vnd das			
vornemendes	unmatched	1		herre ein vornemendes hercze vnd			
vortorben	unmatched	1		nicht sint vortorben ewer gewant			
wŏstet	unmatched	1		das ir wŏstet wenne her			
vornemet	unmatched	1		das ir vornemet alles das			
holczhower	unmatched	1		genomen die holczhower vnd die			
erwekke	unmatched	1		her dich erwekke im zu			
bestetige	unmatched	1		eide ich bestetige svnder alle			
czweik	unmatched	1		vnder ein czweik geperende galle			
geperende	unmatched	1		ein czweik geperende galle vnd			
trvnkene	unmatched	1		neme die trvnkene den durstigen			
enpfecht	unmatched	1		wie groslich enpfecht sein czorn			
vorczere	unmatched	1		himel vnd vorczere in in			
pflaget	unmatched	1		den die pflaget vnser herre			
vorbruende	unmatched	1		vnser herre vorbruende die ł			
grvnnendes	unmatched	1		noch keinerlei grvnnendes gepiret In			
gepiret	unmatched	1		keinerlei grvnnendes gepiret In ein			
vmkerunge	unmatched	1		beispel der vmkerunge vnd vnd			
enwosten	unmatched	1		ł nicht enwosten Und den			
vnmute	unmatched	1		in grosem vnmute vnd geworfen			
Orvmme	unmatched	1		XXX CAPITULUM Orvmme wenne ouf			
gehorchest	unmatched	1		im vnd gehorchest seiner gepitunge			
herrczen	unmatched	1		ganczem deinem herrczen vnd in			
gesegende	unmatched	1		behalden vnd gesegende dir; groserr			
Besneiden	unmatched	1		deine veter Besneiden wirt vnser			
wenn̆e	unmatched	1		dinge mildicheit wenn̆e wider DEUTRO			
bekerest	unmatched	1		geschriben vnd bekerest dich zu			
werclich	unmatched	1		das vnd werclich volbringen das			
sachest	unmatched	1		das du sachest vnd sprechest			
einczeuhest	unmatched	1		der du einczeuhest si zu			
betest	unmatched	1		irresal betrogen betest an vremde			
vorgest	unmatched	1		das du vorgest vnd kurcze			
Keuse	unmatched	1		den vluch Keuse dorvmme das			
czweynczik	unmatched	1		bin ich czweynczik vnd hundert			
vorgebbunge	unmatched	1		iares der vorgebbunge in der			
rende	unmatched	1		ho DEUTRO rende in vnd			
ersteen	unmatched	1		volk wirt ersteen vnd wirt			
vorczerunge	unmatched	1		in ein vorczerunge Uinden wirt			
helen	ambiguous	1	lemma_2736|lemma_2753	vnd vor helen meyn antlicz			
gedechticlich	unmatched	1		sie es gedechticlich halden vnd			
gefure	unmatched	1		sie ein gefure in die			
geschreib	unmatched	1		do her geschreib di wort			
widerspeniclichen	unmatched	1		ir steticlich widerspeniclichen getan wider			
Besamment	unmatched	1		ich gesterbe Besamment zu mir			
ge¬	unmatched	1		durch ewer ge¬ ł slechte			
ạṇ	unmatched	1		himel vnd ạṇ ̣ erden			
̣	unmatched	1		vnd ạṇ ̣ erden Wenne			
Ŏret	unmatched	1		er das Ŏret ir himel			
mvndes	unmatched	1		wort meines mvndes Wachse in			
vliesse	unmatched	1		mein lere vliesse als der			
gekose	ambiguous	1	lemma_18760|lemma_3386	taw mein gekose als ein			
volkvmen	unmatched	1		werk sint volkvmen vnd alle			
richtig	unmatched	1		gerecht vnd richtig Gesvndigt haben			
torechtis	unmatched	1		herren du torechtis volk vnd			
vnweises	unmatched	1		vnd du vnweises Ist her			
wusten	ambiguous	1	lemma_7672|lemma_7705	in der wusten erden an			
growens	unmatched	1		stat des growens vnd in			
ougapfel	unmatched	1		als den ougapfel seines ougens			
vleuget	unmatched	1		keuchel vnd vleuget vbir sie			
vlugel	unmatched	1		vnd seine vlugel zu breite			
eese	unmatched	1		das her eese die fruchte			
czigenpŏcke	unmatched	1		Und die czigenpŏcke mit dem			
marcke	ambiguous	1	lemma_10010|lemma_38867|lemma_3990	mit dem marcke des weiczes			
cleriste	unmatched	1		das allir cleriste blut der			
kalczet	unmatched	1		hat wider kalczet gemestet geveistet			
geveistet	unmatched	1		kalczet gemestet geveistet vnd geweitet			
Vorlasen	unmatched	1		vnd geweitet Vorlasen hat her			
Gereiczet	unmatched	1		seinem heile Gereiczet haben sie			
grousamen	unmatched	1		vnd in grousamen svnden zu			
vrische	unmatched	1		Newe vnd vrische sint komen			
schŏpfers	unmatched	1		herren deines schŏpfers Der herre			
Uorpergen	unmatched	1		seine tochter Uorpergen wil ich			
merkken	unmatched	1		vnd wil merkken ire leczten			
eitelkeiten	unmatched	1		in iren eitelkeiten Und ich			
reiczen	unmatched	1		wil sie reiczen an dem			
torechten	unmatched	1		in einem torechten volke wil			
pruen	ambiguous	1	lemma_26715|lemma_900	das wirt pruen vncz bis			
herben	unmatched	1		einem gar herben bisse Die			
reissender	unmatched	1		Die czene reissender tyr wil			
sleppende	unmatched	1		grymme sie sleppende ouf der			
Ouswendig	unmatched	1		der natern Ouswendig wirt sie			
sougenden	unmatched	1		iuncvrowe den sougenden mit dem			
vorczogen	unmatched	1		ich das vorczogen das leicht			
dorvm̆me	unmatched	1		Uor war dorvm̆me wenne ir			
gallen	ambiguous	1	lemma_15516|lemma_15517|lemma_1878|lemma_1879|lemma_28409	weinper der gallen vnd allirherbiste			
allirherbiste	unmatched	1		gallen vnd allirherbiste trouben Trachen			
vnheiliche	unmatched	1		wein vnd vnheiliche natern gift			
gift	ambiguous	1	lemma_1961|lemma_2394	vnheiliche natern gift Sint die			
geczeichent	unmatched	1		mir vnd geczeichent in meinen			
horden	ambiguous	1	lemma_2903|lemma_2908	in meinen horden Mein ist			
gleite	unmatched	1		ir fuz gleite Bei ist			
vorczaget	unmatched	1		vorslossen sint vorczaget vnd die			
nŏten	unmatched	1		in ewern nŏten Sehet das			
Trunken	ambiguous	1	lemma_21607|lemma_6207	wider gelden Trunken wil ich			
gevenknus	unmatched	1		von der gevenknus des enplosten			
richet	ambiguous	1	lemma_4823|lemma_4875	seiner diener richet her vnd			
geschribn	unmatched	1		alle die geschribn sint in			
kartet	unmatched	1		ir vber kartet wider mich			
heili	unmatched	1		lere dem heili DEUTRO gen			
vngevrteilt	unmatched	1		vorsuchet hast vngevrteilt czu den			
widersagens	unmatched	1		wassern des widersagens Der do			
gekŏse	unmatched	1		behutet dein gekŏse vnd deinen			
Legen	ambiguous	1	lemma_16149|lemma_3674|lemma_3770	e o Legen werden sie			
epfiln	unmatched	1		von den epfiln des himels			
vnderligenden	unmatched	1		von der vnderligenden apgrunde von			
opfiln	unmatched	1		von den opfiln der fruchte			
ŏpfiln	unmatched	1		Uon den ŏpfiln der ewigen			
fewereinen	unmatched	1		in dem fewereinen pusche erschein			
Einhornes	unmatched	1		seine schŏne Einhornes horner sint			
vbergus	unmatched	1		die den vbergus des meres			
vorporgin	unmatched	1		vnd die vorporgin hŏrde des			
hŏrde	unmatched	1		die vorporgin hŏrde des sandes			
sandes	unmatched	1		hŏrde des sandes Und zu			
geschuhe	unmatched	1		ere sein geschuhe als die			
vordirb	unmatched	1		wirt sprechen vordirb wirt wonen			
genibelt	unmatched	1		towe werden genibelt Selig bistu			
pukler	unmatched	1		vnd der pukler deiner helfe			
Louken	unmatched	1		deiner eren Louken werden dein			
stĕig	unmatched	1		etcetera dorvmme stĕig ouf von			
podem	unmatched	1		allen den podem die erde			
preite	unmatched	1		Und die preite des veldis			
vortunkelten	unmatched	1		starp Nicht vortunkelten im seine			
Γ	unmatched	1		et cetera Γ \\\\\\\\\\\\\\\\\\\ alhie			
\\\\\\\\\\\\\\\\\\\	unmatched	1		cetera Γ \\\\\\\\\\\\\\\\\\\ alhie hat			
Pucher	unmatched	1		die funf Pucher des dieners			
fuses	unmatched	1		trit ewers fuses wil ich			
rechtliche	unmatched	1		tust alle rechtliche e die			
leitestu	unmatched	1		dorinne Denne leitestu deinen wek			
vornymest	unmatched	1		wek vnd vornymest in Sich			
Ioſue	unmatched	1		zu besiczen Ioſue W e			
vechtet	unmatched	1		hant vnd vechtet vor sie			
widersprichet	unmatched	1		deinem mvnde widersprichet vnd nicht			
gehorchet	unmatched	1		vnd nicht gehorchet aller deiner			
menlichn	unmatched	1		vnd tv menlichn Nu II			
vorporgenlich	unmatched	1		svn von vorporgenlich czwen man			
vrowenhous	unmatched	1		in einer vrowenhous einer huren			
sŏler	unmatched	1		in den sŏler ires houses			
stuppeln	unmatched	1		sie mit stuppeln die aldo			
vorte	ambiguous	1	lemma_7201|lemma_7208	zu dem vorte des Und			
Lagen	ambiguous	1	lemma_15339|lemma_3770	die do Lagen vorholn Und			
sochende	unmatched	1		vns vnd sochende sint worden			
getrukkent	unmatched	1		der herre getrukkent hab die			
sochet	unmatched	1		ser hercze sochet noch nicht			
vorretest	unmatched	1		vns nicht vorretest Und wenne			
besamme	unmatched	1		dein geslechte besamme in dein			
melden	ambiguous	1	lemma_18428|lemma_4070	du vns melden wollest vnd			
red	ambiguous	1	lemma_4826|lemma_4830	vnd dise red brengen vnder			
reyne	ambiguous	1	lemma_4848|lemma_4881	die mitte reyne werde wir			
strank	unmatched	1		den roten strank an das			
Jene	unmatched	1		das venster Jene vorwar wandernde			
vberczogen	unmatched	1		vnd den vberczogen heten IOSUE			
gegeet	unmatched	1		ir ein gegeet ein teil			
nidrist	unmatched	1		die zu nidrist sint werden			
vorvliessen	unmatched	1		sint werden vorvliessen vnd vorgeen			
besteen	unmatched	1		werden sie besteen Ous czoch			
getvnket	unmatched	1		eines teiles getvnket heten in			
gehorsamen	unmatched	1		durch die gehorsamen wasser czoch			
steckit	unmatched	1		diser nacht steckit die geczelt			
Vorgangen	ambiguous	1	lemma_67213|lemma_6851	in antworten Vorgangen waren die			
vŏrchten	unmatched	1		si in vŏrchten als sie			
trevgende	unmatched	1		czoch den trevgende vnser herre			
trukkente	unmatched	1		das her trukkente vncz bis			
OꝚ	unmatched	1		et cetera OꝚ U CAPITULUM			
getrvkkent	unmatched	1		herre hette getrvkkent den vlus			
besneid	unmatched	1		herre vnd besneid in der			
vmmeczihunge	unmatched	1		gar lange vmmeczihunge der wege			
geporen	ambiguous	1	lemma_1953|lemma_1964	als sie geporen waren in			
vnbesneidunge	unmatched	1		in der vnbesneidunge sie waren			
gemuze	unmatched	1		brot vnd gemuze des selben			
gebrouchunge	unmatched	1		busovnen der gebrouchunge ist in			
brochner	unmatched	1		vnd zu brochner vnd in			
dirreiset	unmatched	1		ewer oren dirreiset so schol			
gewapente	unmatched	1		vnd alles gewapente h her			
wuchczet	unmatched	1		Schreiet vnd wuchczet Nu vmme			
busovnende	unmatched	1		geende vnd busovnende Und das			
anmerkunge	unmatched	1		an der anmerkunge des tagis			
geschicket	ambiguous	1	lemma_2203|lemma_5231	es was geschicket sibenstvnt Und			
sibenstvnt	unmatched	1		was geschicket sibenstvnt Und do			
erclengten	unmatched	1		die busovnen erclengten do sprach			
ereiner	unmatched	1		sei vnd ereiner vas v			
erhale	unmatched	1		der menige erhale vnd schreiende			
mow̆ern	unmatched	1		volk di mow̆ern der stat			
spehern	unmatched	1		die zu spehern wurden gesant			
vorpunden	unmatched	1		eide habet vorpunden Und ein			
schaczkamer	unmatched	1		in die schaczkamer vnsers herren			
heiligten	unmatched	1		vnsers herren heiligten vorwar die			
powet	unmatched	1		vnd wider powet die stat			
ire\u0020teil	unmatched	1		secze er ire\u0020teil Nu was			
vberkarten	unmatched	1		ber CAPITULUM vberkarten brechende das			
brechende	unmatched	1		CAPITULUM vberkarten brechende das gepot			
vorspehet	unmatched	1		ouf vnd vorspehet die erde			
vorspehten	unmatched	1		gepot vnd vorspehten vnd IOSUE			
czihent	unmatched	1		tousent man czihent vnd vortilgen			
gepfotiget	unmatched	1		vmme sust gepfotiget wider gar			
strouchende	unmatched	1		zu vnd strouchende vilen sie			
vorlurest	unmatched	1		vnd sie vorlurest O were			
Hŏren	unmatched	1		rucke keren Hŏren werden das			
voreynet	unmatched	1		werden sie voreynet vnd werden			
vmmeringen	unmatched	1		werden vns vmmeringen vnd werden			
Gesvndet	unmatched	1		der erden Gesvndet hat vnd			
vorvluchtis	unmatched	1		got Ein vorvluchtis ist in			
vortvmet	unmatched	1		her ist vortvmet in den			
besvnderliche	unmatched	1		her in besvnderliche man vnd			
vorpirge	unmatched	1		getan nicht vorpirge das Und			
